end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableCurrent,AccruedLiabilitiesCurrent,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,Assets,AssetsNet,CashAndCashEquivalentsAtCarryingValue,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CommonStockNoParValue,CommonStockParOrStatedValuePerShare,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,CustodyFees,DueToRelatedPartiesCurrent,EarningsPerShareBasic,FairValueNetAssetLiability,FairValueOfAssetsAcquired,GainLossOnInvestments,GainLossOnSaleOfInvestments,GainLossOnSaleOfTrustAssetsToPayExpenses,GrossProfit,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsPayableRelatedParties,IncreaseDecreaseInInventories,IncreaseDecreaseInReceivables,IncreaseDecreaseInRetainagePayable,InvestmentCompanyInvestmentIncomeLossPerShare,InvestmentCompanyInvestmentIncomeLossRatio,InvestmentInPhysicalCommoditiesFairValueDisclosure,InvestmentOwnedAtCost,InvestmentOwnedAtFairValue,InvestmentOwnedBalanceOtherMeasure,InvestmentOwnedPercentOfNetAssets,Liabilities,LiabilitiesAndStockholdersEquity,LiabilityForUncertainTaxPositionsCurrent,MarketingExpense,NetAssetValuePerShare,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NetInvestmentIncome,NonInvestmentAssetsLessNonInvestmentLiabilities,NonInvestmentAssetsLessNonInvestmentLiabilitiesPercentOfNetAssets,OperatingExpenses,OperatingIncomeLoss,OtherExpenses,PaymentsForOperatingActivities,PaymentsForRepurchaseOfCommonStock,ProceedsFromCustomers,ProceedsFromIssuanceOfCommonStock,ProceedsFromSaleOfTrustAssetsToPayExpenses,ProfitLoss,ReceivablesNetCurrent,RecoveryOfDirectCosts,RetainedEarningsAccumulatedDeficit,SharesIssued,SharesOutstanding,SponsorFees,StockholdersEquity,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodValueNewIssues,StockRepurchasedAndRetiredDuringPeriodShares,StockRepurchasedAndRetiredDuringPeriodValue,StockRepurchasedDuringPeriodShares,StockRepurchasedDuringPeriodValue,TemporaryEquityCarryingAmountAttributableToParent,TemporaryEquityParOrStatedValuePerShare,TemporaryEquityRedemptionPricePerShare,TemporaryEquitySharesIssued,TemporaryEquitySharesOutstanding,TrusteeFees,UnrealizedGainLossOnInvestments,WeightedAverageNumberOfSharesOutstandingBasic
2017-03-31,2017-04-28,10-Q,SPDR GOLD TRUST,GLD,CIK0001222333,USD,,,,33359636000.0,33301018000.0,0.0,0.0,,,,,,,,,11214000.0,7.95,33301018000.0,3106702000.0,2244786000.0,,-898000.0,,,597000.0,,,,-0.11,-0.004,33359636000.0,33237393000.0,33359636000.0,,1.0018,58618000.0,,0.0,,118.51,,0.0,2212939000.0,-31847000.0,-58618000.0,0.0018,31847000.0,,,31250000.0,,,,31250000.0,,,,,,,31847000.0,,,,,,,,,0.0,118.72,281000000.0,281000000.0,,2317536000.0,278457000.0
2017-06-30,2017-08-04,10-Q,SPDR GOLD TRUST,GLD,CIK0001222333,USD,,,,34095791000.0,34037130000.0,0.0,0.0,,0.0,,,,,,,11404000.0,-0.47,34037130000.0,2912548000.0,-99615000.0,,444000.0,,,190000.0,,,,-0.12,-0.004,34095791000.0,34118623000.0,34095791000.0,,1.0017,58661000.0,,0.0,,118.14,0.0,0.0,-133940000.0,-34325000.0,-58661000.0,0.0017,34325000.0,,,34135000.0,,,,34135000.0,-133940000.0,,,,,,34325000.0,,,,,,,,,0.0,118.02,288100000.0,288100000.0,,-145075000.0,287567000.0
2017-09-30,2017-11-28,10-K,SPDR GOLD TRUST,GLD,CIK0001222333,USD,,,,35669225000.0,35657505000.0,0.0,0.0,,0.0,,0.0,,,,0.0,11720000.0,-3.17,35657505000.0,11161181000.0,-775568000.0,,890000.0,,,-1464000.0,,,,-0.47,-0.004,35669225000.0,34720945000.0,35669225000.0,,1.0003,11720000.0,,0.0,0.0,121.91,0.0,0.0,-945646000.0,-170078000.0,-11720000.0,0.0003,170078000.0,-136084000.0,0.0,137548000.0,,,,137548000.0,-1893972000.0,,0.0,,292500000.0,292500000.0,170078000.0,,92500000.0,11161181000.0,119400000.0,13903151000.0,119400000.0,,,0.0,121.58,292500000.0,292500000.0,0.0,-564866000.0,564925000.0
2017-12-31,2018-02-06,10-Q,SPDR GOLD TRUST,GLD,CIK0001222333,USD,,,,34910000000.0,34898382000.0,0.0,0.0,,0.0,,0.0,,,,,11618000.0,1.12,34898382000.0,1095031000.0,354740000.0,,590000.0,,,-102000.0,,,,-0.12,-0.004,34910000000.0,33645961000.0,34910000000.0,,1.0003,11618000.0,,0.0,,123.05,0.0,0.0,319752000.0,-34988000.0,-11618000.0,0.0003,34988000.0,,,35090000.0,,,,35090000.0,319752000.0,,,,283600000.0,283600000.0,34988000.0,,9100000.0,1095031000.0,18000000.0,2173906000.0,,,,,,,,,315759000.0,286405000.0
2018-03-31,2018-05-02,10-Q,SPDR GOLD TRUST,GLD,CIK0001222333,USD,,,,36013428000.0,36001272000.0,0.0,0.0,,0.0,,0.0,,,,,12156000.0,2.49,36001272000.0,2908789000.0,742014000.0,,1918000.0,,,539000.0,,,,-0.12,-0.004,36013428000.0,34157979000.0,36013428000.0,,1.0003,12156000.0,,0.0,,125.53,0.0,0.0,706781000.0,-35233000.0,-12156000.0,0.0003,35233000.0,,,34694000.0,,,,34694000.0,706781000.0,,,,286800000.0,286800000.0,35233000.0,,,2908789000.0,,2512680000.0,,,,,,,,,591410000.0,283379000.0
2018-06-30,2018-08-07,10-Q,SPDR GOLD TRUST,GLD,CIK0001222333,USD,,,,33034479000.0,32916642000.0,,0.0,,0.0,,0.0,,,,,11233000.0,-7.01,32916642000.0,1514314000.0,-1984743000.0,,1533000.0,,,-923000.0,,,,-0.12,-0.004,33034479000.0,33240244000.0,33034479000.0,,1.0036,117837000.0,,0.0,,118.45,0.0,,-2020347000.0,-35604000.0,-117837000.0,0.0036,35604000.0,,,36527000.0,,,,36527000.0,-2020347000.0,,,,277900000.0,277900000.0,35604000.0,,,1514314000.0,,2578597000.0,,,,,,,,,-2061214000.0,288154000.0
2018-09-30,2018-11-27,10-K,SPDR GOLD TRUST,GLD,CIK0001222333,USD,,,,28331953000.0,28322519000.0,,0.0,,0.0,,0.0,,,,,9434000.0,-15.54,28322519000.0,5853569000.0,-4078481000.0,,1933000.0,,,-2286000.0,,,,-0.49,-0.004,28331953000.0,30017229000.0,28331953000.0,,1.0003,9434000.0,,0.0,,112.35,0.0,,-4245256000.0,-166775000.0,-9434000.0,0.0003,166775000.0,,,138586000.0,,,,138586000.0,-2619535000.0,,,,252100000.0,252100000.0,166775000.0,,47200000.0,5853569000.0,87600000.0,10569020000.0,,,,,,,,,-4113067000.0,542986000.0
2018-12-31,2019-02-08,10-Q,SPDR GOLD TRUST,GLD,CIK0001222333,USD,,,,32456939000.0,32446449000.0,,0.0,,0.0,,0.0,,,,,10490000.0,8.87,32446449000.0,3206541000.0,2312450000.0,,-823000.0,,,1056000.0,,,,-0.12,-0.004,32456939000.0,31791354000.0,32456939000.0,,1.0003,10490000.0,,0.0,,121.16,0.0,,2282282000.0,-30168000.0,-10490000.0,0.0003,30168000.0,,,29112000.0,,,,29112000.0,2282282000.0,,,,267800000.0,267800000.0,30168000.0,,27500000.0,3206541000.0,11800000.0,1364893000.0,,,,,,,,,2350861000.0,257432000.0
2019-03-31,2019-05-07,10-Q,SPDR GOLD TRUST,GLD,CIK0001222333,USD,,,,32663174000.0,32652157000.0,,0.0,,0.0,,0.0,,,,,11017000.0,1.28,32652157000.0,2820652000.0,377585000.0,,1092000.0,,,527000.0,,,,-0.12,-0.004,32663174000.0,31741651000.0,32663174000.0,,1.0003,11017000.0,,0.0,,122.34,0.0,,344840000.0,-32745000.0,-11017000.0,0.0003,32745000.0,,,32218000.0,,,,32218000.0,344840000.0,,,,266900000.0,266900000.0,32745000.0,,,2820652000.0,,2959784000.0,,,,,,,,,255938000.0,269552000.0
2019-06-30,2019-08-06,10-Q,SPDR GOLD TRUST,GLD,CIK0001222333,USD,,,,36143319000.0,35959434000.0,,0.0,,,,0.0,,,,,11062000.0,10.68,35959434000.0,3563070000.0,2776944000.0,,930000.0,,,45000.0,,,,-0.12,-0.004,36143319000.0,32544266000.0,36143319000.0,,1.0051,183885000.0,,0.0,,132.94,0.0,,2745255000.0,-31689000.0,-183885000.0,0.0051,31689000.0,,,31644000.0,,,,31644000.0,2745255000.0,,,,270500000.0,270500000.0,31689000.0,,,3563070000.0,,3001048000.0,,,,,,,,,2677530000.0,257056000.0
2019-09-30,2019-11-25,10-K,SPDR GOLD TRUST,GLD,CIK0001222333,USD,,,,44169240000.0,43959000000.0,,0.0,0.0,,,0.0,,,,,14241000.0,33.480000000000004,43959000000.0,18906803000.0,9303693000.0,,10847000.0,,,4807000.0,,,,-0.5,-0.004,44169240000.0,39069054000.0,44169240000.0,,1.0048,210240000.0,,0.0,,140.0,0.0,,9127945000.0,-175748000.0,-210240000.0,0.0048,175748000.0,,,130368000.0,,,,130368000.0,-7250161000.0,,,,314000000.0,314000000.0,175748000.0,,144900000.0,18906803000.0,83000000.0,10520483000.0,,,,,,,,,8286595000.0,558274000.0
2019-12-31,2020-02-07,10-Q,SPDR GOLD TRUST,GLD,CIK0001222333,USD,,,,43738909000.0,43724604000.0,,0.0,,,,0.0,,,,,14305000.0,3.3,43724604000.0,1382369000.0,1060777000.0,,4663000.0,,,64000.0,,,,-0.14,-0.004,43738909000.0,37862826000.0,43738909000.0,,1.0003,14305000.0,,0.0,,143.41,0.0,,1017503000.0,-43274000.0,-14305000.0,0.0003,43274000.0,,,43210000.0,,,,43210000.0,1017503000.0,,,,304900000.0,304900000.0,43274000.0,,9900000.0,1382369000.0,19000000.0,2634268000.0,,,,,,,,,775897000.0,308139000.0
2020-03-31,2020-05-08,10-Q,SPDR GOLD TRUST,GLD,CIK0001222333,USD,,,,50082658000.0,50005813000.0,,0.0,,,,0.0,,,,,16305000.0,7.47,50005813000.0,8374253000.0,2392395000.0,,6379000.0,,,2000000.0,,,,-0.15,-0.004,49901039000.0,42299078000.0,49901039000.0,,0.9979,76845000.0,,0.0,,151.35,0.0,,2345923000.0,-46472000.0,104774000.0,-0.0021,46472000.0,,,44472000.0,,,,44472000.0,2345923000.0,,,,330400000.0,330400000.0,46472000.0,,,8555872000.0,,4620586000.0,,,,,,,,,1725878000.0,313959000.0
2020-06-30,2020-08-07,10-Q,SPDR GOLD TRUST,GLD,CIK0001222333,USD,,,,67015836000.0,66994936000.0,,0.0,,,,0.0,,,,,20900000.0,14.23,66994936000.0,13215343000.0,5350553000.0,,9602000.0,,,4595000.0,,,,-0.16,-0.004,67015836000.0,54307578000.0,67015836000.0,,1.0003,20900000.0,,0.0,,166.16,0.0,,5291180000.0,-59373000.0,-20900000.0,0.0003,59373000.0,,,54778000.0,,,,54778000.0,5291180000.0,,,,403200000.0,403200000.0,59373000.0,,,13033724000.0,,1335781000.0,,,,,,,,,5106297000.0,371913000.0
2020-09-30,2020-11-24,10-K,SPDR GOLD TRUST,GLD,CIK0001222333,USD,,,,76978000000.0,76952551000.0,,0.0,0.0,,,0.0,,,,,25449000.0,47.32,76952551000.0,32600221000.0,17815391000.0,,53902000.0,,,11208000.0,,,,-0.64,-0.004,76978000000.0,60743750000.0,76978000000.0,,1.0003,25449000.0,,0.0,,177.15,0.0,,17513250000.0,-302141000.0,-25449000.0,-0.0003,302141000.0,,,214422000.0,,,,214422000.0,-13083928000.0,,,,434400000.0,434400000.0,302141000.0,,201800000.0,32600221000.0,81400000.0,12690598000.0,,,,,,,,,14660056000.0,779239000.0
2020-12-31,2021-02-05,10-Q,SPDR GOLD TRUST,GLD,CIK0001222333,USD,,,,71181582000.0,71157721000.0,,0.0,0.0,,,0.0,,,,,23861000.0,-0.12,71157721000.0,2761119000.0,23404000.0,,15299000.0,,,-1588000.0,,,,-0.18,-0.004,71128374000.0,56553517000.0,71128374000.0,,0.9996,23861000.0,,0.0,,177.36,0.0,,-51127000.0,-74531000.0,29347000.0,0.0004,74531000.0,,,76119000.0,,,,76119000.0,-51127000.0,,,,401200000.0,401200000.0,74531000.0,,15800000.0,2814327000.0,49000000.0,8558030000.0,,,,,,,,,-1659393000.0,419398000.0
2021-03-31,2021-05-06,10-Q,SPDR GOLD TRUST,GLD,CIK0001222333,USD,,,,56407524000.0,56387705000.0,,0.0,,,,0.0,,,,,19819000.0,-18.97,56387705000.0,3952347000.0,-7226487000.0,,10367000.0,,,-4042000.0,,,,-0.17,-0.004,56407524000.0,50782720000.0,56407524000.0,,1.0004,19819000.0,,0.0,,158.44,0.0,,-7290456000.0,-63969000.0,-19819000.0,-0.0004,63969000.0,,,68011000.0,,,,68011000.0,-7290456000.0,,,,355900000.0,355900000.0,63969000.0,,,3899139000.0,,11378699000.0,,,,,,,,,-8950053000.0,384292000.0
2021-06-30,2021-08-05,10-Q,SPDR GOLD TRUST,GLD,CIK0001222333,USD,,,,59282091000.0,59261841000.0,,0.0,,,,0.0,,,,,20250000.0,6.37,59261841000.0,3861032000.0,2319528000.0,,9137000.0,,,431000.0,,,,-0.17,-0.004,59282091000.0,51842845000.0,59282091000.0,,1.0003,20250000.0,,0.0,,165.03,0.0,,2259414000.0,-60114000.0,-20250000.0,-0.0003,60114000.0,,,59683000.0,,,,59683000.0,2259414000.0,,,,359100000.0,359100000.0,60114000.0,,,3861032000.0,,3246310000.0,,,,,,,,,1814442000.0,354837000.0
2021-09-30,2021-11-24,10-K,SPDR GOLD TRUST,GLD,CIK0001222333,USD,,,,55474023000.0,55455274000.0,,0.0,0.0,,,0.0,,,,,18749000.0,-17.15,55455274000.0,11694069000.0,-6094193000.0,,52023000.0,,,-6700000.0,,,,-0.68,-0.004,55474023000.0,49227344000.0,55474023000.0,,1.0003,18749000.0,,0.0,,162.96,0.0,,-6410769000.0,-316576000.0,-18749000.0,-0.0003,316576000.0,,,264295000.0,,,,264295000.0,5746469000.0,,,,340300000.0,340300000.0,316576000.0,,67500000.0,11694069000.0,161600000.0,27444877000.0,,,,,,,,,-11180138000.0,726046000.0
2021-12-31,2022-02-09,10-Q,SPDR GOLD TRUST,GLD,CIK0001222333,USD,,,,57093938000.0,57074810000.0,,0.0,0.0,,,0.0,,,,,19128000.0,6.95,57074810000.0,1633125000.0,2403753000.0,,7317000.0,,,379000.0,,,,-0.17,-0.004,57093938000.0,48753565000.0,57093938000.0,,1.0003,19128000.0,,0.0,,170.02,0.0,,2346648000.0,-57105000.0,-19128000.0,-0.0003,57105000.0,,,56726000.0,,,,56726000.0,2346648000.0,,,,335700000.0,335700000.0,57105000.0,,9600000.0,1633125000.0,14200000.0,2360237000.0,,,,,,,,,2093694000.0,337516000.0
